opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price
BZ9C1LQT,Elease Gluck,MG Advanced,Fasehatice,Lost,6/1/2017,8/9/2017,0,Celia Rouche,West,MG,3393
ZT6D57ED,Gladys Colclough,GTX Plus Pro,Scottech,Won,6/1/2017,9/2/2017,6274,Melvin Marxen,Central,GTX,5482
NKERMTB8,Hayden Neloms,MG Advanced,Plexzap,Lost,6/1/2017,8/3/2017,0,Celia Rouche,West,MG,3393
Q67320CY,Hayden Neloms,MG Advanced,Sunnamplex,Won,6/1/2017,8/17/2017,3480,Celia Rouche,West,MG,3393
K5NFTQRI,James Ascencio,GTX Plus Pro,Fasehatice,Won,6/1/2017,8/16/2017,5770,Summer Sewald,West,GTX,5482
IJ7B896N,Kary Hendrixson,MG Advanced,Hottechi,Lost,6/1/2017,9/12/2017,0,Summer Sewald,West,MG,3393
8KBVRQHD,Lajuana Vencill,GTX Plus Pro,Statholdings,Lost,6/1/2017,8/29/2017,0,Dustin Brinkmann,Central,GTX,5482
AGZ87JFX,Moses Frase,GTX Basic,Rangreen,Lost,6/1/2017,8/1/2017,0,Dustin Brinkmann,Central,GTX,550
OBGCQ1BK,Niesha Huffines,GTX Basic,Domzoom,Lost,6/1/2017,9/21/2017,0,Melvin Marxen,Central,GTX,550
K05LLUU4,Niesha Huffines,GTX Basic,Ron-tech,Lost,6/1/2017,9/25/2017,0,Melvin Marxen,Central,GTX,550
9WISPXZW,Reed Clapper,GTX Basic,Konex,Won,6/1/2017,6/12/2017,562,Rocco Neubert,East,GTX,550
ZTVWSE98,Rosalina Dieter,MG Special,,Engaging,6/1/2017,,,Celia Rouche,West,MG,55
4ZGA57SX,Rosie Papadopoulos,GTXPro,Mathtouch,Won,6/1/2017,8/3/2017,4686,Cara Losch,East,GTX,4821
6ONKN1IM,Vicki Laflamme,MG Advanced,Newex,Lost,6/1/2017,8/22/2017,0,Celia Rouche,West,MG,3393
JVIIWJDL,Violet Mclelland,MG Special,Opentech,Won,6/1/2017,9/2/2017,38,Cara Losch,East,MG,55
W8M8XI8Y,Zane Levy,MG Advanced,Finjob,Won,6/1/2017,8/5/2017,3184,Summer Sewald,West,MG,3393
MELHF0ZP,Anna Snelling,GTX Plus Pro,Rundofase,Won,6/2/2017,9/17/2017,5373,Dustin Brinkmann,Central,GTX,5482
6SV2WYK4,Boris Faz,GTX Plus Basic,Bluth Company,Won,6/2/2017,9/5/2017,1239,Rocco Neubert,East,GTX,1096
SPV7OJTH,Cassey Cress,MG Advanced,,Engaging,6/2/2017,,,Rocco Neubert,East,MG,3393
6JEAYHOE,Cecily Lampkin,MG Advanced,Isdom,Lost,6/2/2017,6/18/2017,0,Dustin Brinkmann,Central,MG,3393
IKQSEYPT,Cecily Lampkin,MG Special,Streethex,Won,6/2/2017,6/12/2017,52,Dustin Brinkmann,Central,MG,55
ZN0FWO0L,Corliss Cosme,GTX Basic,Ganjaflex,Won,6/2/2017,9/19/2017,651,Cara Losch,East,GTX,550
CPL37MZC,Darcel Schlecht,GTX Plus Pro,dambase,Won,6/2/2017,8/2/2017,6026,Melvin Marxen,Central,GTX,5482
N7G1TU1X,James Ascencio,MG Advanced,,Engaging,6/2/2017,,,Summer Sewald,West,MG,3393
GM68OLDH,James Ascencio,GTX Plus Pro,Green-Plus,Won,6/2/2017,9/5/2017,5569,Summer Sewald,West,GTX,5482
W604BPPE,Jonathan Berthelot,GTX Basic,Dontechi,Lost,6/2/2017,8/25/2017,0,Melvin Marxen,Central,GTX,550
GIJ14130,Jonathan Berthelot,GTX Basic,Hottechi,Won,6/2/2017,9/4/2017,519,Melvin Marxen,Central,GTX,550
CUA83384,Kami Bicknell,GTX Basic,Scotfind,Won,6/2/2017,9/5/2017,558,Summer Sewald,West,GTX,550
ZGQI86AQ,Kary Hendrixson,GTX Basic,Sonron,Won,6/2/2017,9/5/2017,523,Summer Sewald,West,GTX,550
L8NLCWFS,Kary Hendrixson,GTXPro,Scotfind,Won,6/2/2017,8/20/2017,4869,Summer Sewald,West,GTX,4821
UPHLXZ3M,Lajuana Vencill,MG Special,Funholding,Lost,6/2/2017,8/2/2017,0,Dustin Brinkmann,Central,MG,55
JDFQYP5L,Lajuana Vencill,GTX Basic,Stanredtax,Won,6/2/2017,8/9/2017,588,Dustin Brinkmann,Central,GTX,550
06AIY3IS,Marty Freudenburg,GTX Plus Pro,Condax,Won,6/2/2017,8/21/2017,5712,Melvin Marxen,Central,GTX,5482
4LQAN2JX,Maureen Marcano,GTX Plus Basic,Golddex,Won,6/2/2017,8/29/2017,1046,Summer Sewald,West,GTX,1096
84QGC91P,Maureen Marcano,MG Special,Singletechno,Won,6/2/2017,8/17/2017,54,Summer Sewald,West,MG,55
98MASV7P,Reed Clapper,GTXPro,Xx-zobam,Won,6/2/2017,8/12/2017,4933,Rocco Neubert,East,GTX,4821
QFBBRJL5,Reed Clapper,MG Special,Umbrella Corporation,Won,6/2/2017,9/26/2017,60,Rocco Neubert,East,MG,55
CUV49MUR,Violet Mclelland,GTXPro,Zathunicon,Engaging,6/2/2017,,,Cara Losch,East,GTX,4821
XCGW5K0N,Violet Mclelland,GTX Basic,Silis,Won,6/2/2017,9/12/2017,572,Cara Losch,East,GTX,550
UUF8Z53N,Violet Mclelland,MG Special,Condax,Won,6/2/2017,8/30/2017,55,Cara Losch,East,MG,55
J6MIKNYJ,Violet Mclelland,MG Special,Xx-zobam,Won,6/2/2017,8/22/2017,51,Cara Losch,East,MG,55
3W4AWYSK,Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Lost,6/3/2017,8/24/2017,0,Rocco Neubert,East,GTX,5482
VBN5T6F8,Cassey Cress,MG Special,Opentech,Won,6/3/2017,8/31/2017,59,Rocco Neubert,East,MG,55
W1J3L0EU,Daniell Hammack,GTXPro,Betasoloin,Won,6/3/2017,6/6/2017,4492,Rocco Neubert,East,GTX,4821
45CMXP2K,Darcel Schlecht,GTX Basic,Treequote,Lost,6/3/2017,8/3/2017,0,Melvin Marxen,Central,GTX,550
6OJAC85F,Darcel Schlecht,GTXPro,Codehow,Lost,6/3/2017,8/29/2017,0,Melvin Marxen,Central,GTX,4821
K94WM7M4,Donn Cantrell,MG Advanced,Zathunicon,Lost,6/3/2017,8/27/2017,0,Rocco Neubert,East,MG,3393
31KRB7R2,James Ascencio,GTX Basic,Plexzap,Lost,6/3/2017,8/12/2017,0,Summer Sewald,West,GTX,550
5PG1KSKD,James Ascencio,GTXPro,Fasehatice,Lost,6/3/2017,8/6/2017,0,Summer Sewald,West,GTX,4821
LDAXEBR0,Jonathan Berthelot,GTX Basic,Treequote,Won,6/3/2017,6/22/2017,639,Melvin Marxen,Central,GTX,550
NGTMVX1C,Jonathan Berthelot,GTX Plus Basic,Globex Corporation,Won,6/3/2017,6/21/2017,1040,Melvin Marxen,Central,GTX,1096
SFBHZLHK,Jonathan Berthelot,GTXPro,Finhigh,Won,6/3/2017,9/12/2017,4138,Melvin Marxen,Central,GTX,4821
7VMOJBPN,Kami Bicknell,GTXPro,Faxquote,Engaging,6/3/2017,,,Summer Sewald,West,GTX,4821
13PPMGNM,Kami Bicknell,GTX Plus Basic,Plexzap,Lost,6/3/2017,8/7/2017,0,Summer Sewald,West,GTX,1096
6GY8Q8F0,Lajuana Vencill,MG Special,Funholding,Won,6/3/2017,9/23/2017,54,Dustin Brinkmann,Central,MG,55
5JIXFMFY,Lajuana Vencill,MG Advanced,Inity,Won,6/3/2017,9/14/2017,3438,Dustin Brinkmann,Central,MG,3393
JBY30BSR,Markita Hansen,GTXPro,Finjob,Lost,6/3/2017,8/5/2017,0,Celia Rouche,West,GTX,4821
69XL3JMB,Marty Freudenburg,GTX Plus Basic,Isdom,Won,6/3/2017,8/5/2017,1017,Melvin Marxen,Central,GTX,1096
YTGQKC7A,Rosalina Dieter,MG Special,Dalttechnology,Engaging,6/3/2017,,,Celia Rouche,West,MG,55
DYWMK8OF,Rosalina Dieter,MG Advanced,Singletechno,Won,6/3/2017,9/19/2017,3314,Celia Rouche,West,MG,3393
GG8XQD8Z,Versie Hillebrand,MG Special,Cancity,Lost,6/3/2017,8/12/2017,0,Dustin Brinkmann,Central,MG,55
URT8A7OQ,Versie Hillebrand,MG Special,Rangreen,Won,6/3/2017,8/24/2017,51,Dustin Brinkmann,Central,MG,55
LGO0XF4X,Vicki Laflamme,MG Special,Kan-code,Won,6/3/2017,9/10/2017,50,Celia Rouche,West,MG,55
Y46OEBEH,Violet Mclelland,MG Special,Zathunicon,Won,6/3/2017,6/9/2017,54,Cara Losch,East,MG,55
G54JJCMX,Anna Snelling,GTX Plus Pro,Scottech,Lost,6/4/2017,8/18/2017,0,Dustin Brinkmann,Central,GTX,5482
BPQ0358T,Anna Snelling,MG Advanced,Rangreen,Lost,6/4/2017,9/16/2017,0,Dustin Brinkmann,Central,MG,3393
EPH7L4K0,Boris Faz,GTXPro,Condax,Lost,6/4/2017,9/5/2017,0,Rocco Neubert,East,GTX,4821
SMU4542Q,Cecily Lampkin,GTX Plus Basic,Hottechi,Lost,6/4/2017,8/16/2017,0,Dustin Brinkmann,Central,GTX,1096
E884CL8B,Daniell Hammack,GTXPro,Ontomedia,Won,6/4/2017,6/17/2017,4942,Rocco Neubert,East,GTX,4821
4K8N65EM,Donn Cantrell,MG Special,Initech,Lost,6/4/2017,8/6/2017,0,Rocco Neubert,East,MG,55
KVTBYOVD,Donn Cantrell,GTXPro,Kan-code,Won,6/4/2017,6/14/2017,4612,Rocco Neubert,East,GTX,4821
ZA6CBQAL,Donn Cantrell,GTXPro,Zotware,Won,6/4/2017,6/20/2017,4308,Rocco Neubert,East,GTX,4821
Y6YZXVTF,Donn Cantrell,MG Advanced,Massive Dynamic,Won,6/4/2017,9/4/2017,2876,Rocco Neubert,East,MG,3393
SHETLR3T,Gladys Colclough,GTX Plus Pro,Warephase,Won,6/4/2017,8/30/2017,4990,Melvin Marxen,Central,GTX,5482
EL03YRD0,Hayden Neloms,GTX Plus Basic,Scotfind,Lost,6/4/2017,9/29/2017,0,Celia Rouche,West,GTX,1096
3KZUBSRU,Hayden Neloms,GTX Plus Basic,Sonron,Won,6/4/2017,9/9/2017,1024,Celia Rouche,West,GTX,1096
F8QQEW1W,Kami Bicknell,GTX Plus Basic,,Engaging,6/4/2017,,,Summer Sewald,West,GTX,1096
FA6JQ4V2,Kami Bicknell,MG Special,Lexiqvolax,Won,6/4/2017,9/16/2017,53,Summer Sewald,West,MG,55
4LXUITP3,Kary Hendrixson,GTX Basic,,Engaging,6/4/2017,,,Summer Sewald,West,GTX,550
GXC8JN36,Kary Hendrixson,GTXPro,,Engaging,6/4/2017,,,Summer Sewald,West,GTX,4821
XTE9XJTS,Kary Hendrixson,MG Special,Zencorporation,Engaging,6/4/2017,,,Summer Sewald,West,MG,55
N7WUBQR0,Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,6/4/2017,9/17/2017,0,Summer Sewald,West,GTX,1096
9KJ89VHI,Kary Hendrixson,GTX Basic,J-Texon,Won,6/4/2017,9/1/2017,525,Summer Sewald,West,GTX,550
N3CN7GCZ,Kary Hendrixson,MG Special,Nam-zim,Won,6/4/2017,8/27/2017,60,Summer Sewald,West,MG,55
KAHKF9H1,Markita Hansen,GTX Plus Basic,Scotfind,Won,6/4/2017,6/8/2017,967,Celia Rouche,West,GTX,1096
P4UJ64QM,Maureen Marcano,GTX Basic,Rantouch,Lost,6/4/2017,8/14/2017,0,Summer Sewald,West,GTX,550
IHF5GR01,Reed Clapper,GTX Basic,Initech,Won,6/4/2017,6/14/2017,524,Rocco Neubert,East,GTX,550
81DUFIPO,Rosalina Dieter,MG Special,J-Texon,Won,6/4/2017,9/10/2017,57,Celia Rouche,West,MG,55
58K44TMD,Rosie Papadopoulos,MG Advanced,Bubba Gump,Lost,6/4/2017,6/20/2017,0,Cara Losch,East,MG,3393
EEBOSTAA,Versie Hillebrand,GTX Plus Pro,Warephase,Won,6/4/2017,6/13/2017,5056,Dustin Brinkmann,Central,GTX,5482
9DDHZUZB,Vicki Laflamme,GTX Basic,Konex,Won,6/4/2017,6/8/2017,600,Celia Rouche,West,GTX,550
IWLEND3K,Cassey Cress,GTX Basic,Donware,Won,6/5/2017,9/26/2017,633,Rocco Neubert,East,GTX,550
VICY80KW,Cassey Cress,GTXPro,Vehement Capital Partners,Won,6/5/2017,8/27/2017,4994,Rocco Neubert,East,GTX,4821
H35AXY3M,Corliss Cosme,GTX Plus Basic,Kan-code,Won,6/5/2017,6/10/2017,899,Cara Losch,East,GTX,1096
1UHFKBP6,Darcel Schlecht,GTXPro,Scottech,Lost,6/5/2017,8/6/2017,0,Melvin Marxen,Central,GTX,4821
VF7DWQIH,Darcel Schlecht,GTX Plus Pro,dambase,Won,6/5/2017,8/25/2017,5421,Melvin Marxen,Central,GTX,5482
C7NW3JB2,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,6/5/2017,8/23/2017,5223,Melvin Marxen,Central,GTX,4821
SUABQAC0,Darcel Schlecht,GTXPro,Rundofase,Won,6/5/2017,6/18/2017,4794,Melvin Marxen,Central,GTX,4821
6JWA8DFJ,Darcel Schlecht,GTXPro,Toughzap,Won,6/5/2017,9/6/2017,4903,Melvin Marxen,Central,GTX,4821
OEBJXZN6,Darcel Schlecht,MG Advanced,Dontechi,Won,6/5/2017,8/13/2017,3625,Melvin Marxen,Central,MG,3393
QMUBRAT2,Gladys Colclough,GTX Basic,Globex Corporation,Lost,6/5/2017,8/28/2017,0,Melvin Marxen,Central,GTX,550
W5P1OLUL,Jonathan Berthelot,GTX Basic,Rundofase,Won,6/5/2017,8/3/2017,554,Melvin Marxen,Central,GTX,550
JP4H1WG4,Kami Bicknell,GTX Basic,Singletechno,Lost,6/5/2017,9/3/2017,0,Summer Sewald,West,GTX,550
580XZTEO,Kami Bicknell,GTX Basic,Sunnamplex,Lost,6/5/2017,6/11/2017,0,Summer Sewald,West,GTX,550
PIFPDJMN,Kary Hendrixson,GTX Basic,,Engaging,6/5/2017,,,Summer Sewald,West,GTX,550
MASS6JEE,Kary Hendrixson,GTXPro,Hatfan,Won,6/5/2017,9/5/2017,5039,Summer Sewald,West,GTX,4821
XNC9UMYH,Markita Hansen,GTX Plus Basic,Faxquote,Won,6/5/2017,8/30/2017,1169,Celia Rouche,West,GTX,1096
AUEAKRQV,Marty Freudenburg,GTXPro,Toughzap,Won,6/5/2017,9/19/2017,5055,Melvin Marxen,Central,GTX,4821
08Q8A6M9,Marty Freudenburg,MG Special,Scottech,Won,6/5/2017,6/22/2017,60,Melvin Marxen,Central,MG,55
6F8IL0XV,Maureen Marcano,GTX Plus Basic,Condax,Lost,6/5/2017,8/27/2017,0,Summer Sewald,West,GTX,1096
NTHLG5DT,Maureen Marcano,GTX Basic,Golddex,Won,6/5/2017,9/8/2017,595,Summer Sewald,West,GTX,550
Y5OZ7VOF,Maureen Marcano,MG Advanced,Plexzap,Won,6/5/2017,6/21/2017,3227,Summer Sewald,West,MG,3393
9HLQVY37,Moses Frase,GTX Plus Basic,Konmatfix,Lost,6/5/2017,6/11/2017,0,Dustin Brinkmann,Central,GTX,1096
8C3LOLPY,Moses Frase,GTX Plus Basic,Ron-tech,Lost,6/5/2017,8/14/2017,0,Dustin Brinkmann,Central,GTX,1096
QMJHLT1V,Moses Frase,MG Special,Hottechi,Won,6/5/2017,9/20/2017,59,Dustin Brinkmann,Central,MG,55
Q5JU0LZJ,Niesha Huffines,GTX Basic,Inity,Won,6/5/2017,9/26/2017,479,Melvin Marxen,Central,GTX,550
IRODLEGG,Niesha Huffines,MG Advanced,Globex Corporation,Won,6/5/2017,9/14/2017,3449,Melvin Marxen,Central,MG,3393
HTA6XLY3,Reed Clapper,MG Special,Massive Dynamic,Won,6/5/2017,9/24/2017,54,Rocco Neubert,East,MG,55
XW7J3TI2,Vicki Laflamme,MG Advanced,Hatfan,Lost,6/5/2017,8/14/2017,0,Celia Rouche,West,MG,3393
1BV5JLZV,Vicki Laflamme,MG Special,Doncon,Won,6/5/2017,9/1/2017,59,Celia Rouche,West,MG,55
84D18IA1,Violet Mclelland,MG Special,Acme Corporation,Lost,6/5/2017,8/1/2017,0,Cara Losch,East,MG,55
7J0ZLDB1,Zane Levy,MG Special,,Engaging,6/5/2017,,,Summer Sewald,West,MG,55
41IM8V9E,Zane Levy,GTX Basic,Finjob,Lost,6/5/2017,9/27/2017,0,Summer Sewald,West,GTX,550
NXFAXN16,Anna Snelling,MG Special,Streethex,Won,6/6/2017,9/27/2017,55,Dustin Brinkmann,Central,MG,55
FXXEZ5U2,Cassey Cress,MG Advanced,Initech,Won,6/6/2017,8/9/2017,3042,Rocco Neubert,East,MG,3393
3F81XLI7,Corliss Cosme,GTXPro,Ganjaflex,Won,6/6/2017,8/11/2017,4230,Cara Losch,East,GTX,4821
ID4LC9V5,Daniell Hammack,GTX Plus Basic,Initech,Won,6/6/2017,8/15/2017,979,Rocco Neubert,East,GTX,1096
IPQFYK0E,Daniell Hammack,GTX Plus Basic,Zotware,Won,6/6/2017,6/17/2017,1064,Rocco Neubert,East,GTX,1096
UU0F81HS,Daniell Hammack,GTXPro,Xx-zobam,Won,6/6/2017,8/20/2017,5166,Rocco Neubert,East,GTX,4821
7SBDZJF4,Donn Cantrell,GTX Plus Basic,Bioplex,Won,6/6/2017,8/23/2017,1036,Rocco Neubert,East,GTX,1096
7UI7YX03,Elease Gluck,GTXPro,Hottechi,Won,6/6/2017,8/6/2017,4330,Celia Rouche,West,GTX,4821
BNYWSG6W,Gladys Colclough,MG Advanced,Hottechi,Won,6/6/2017,9/13/2017,3598,Melvin Marxen,Central,MG,3393
RC1YCAEP,James Ascencio,GTX Basic,Goodsilron,Won,6/6/2017,8/16/2017,431,Summer Sewald,West,GTX,550
H6TY7RBJ,Jonathan Berthelot,GTX Plus Basic,Funholding,Lost,6/6/2017,8/28/2017,0,Melvin Marxen,Central,GTX,1096
MU6NOSH1,Jonathan Berthelot,GTX Basic,Funholding,Won,6/6/2017,6/17/2017,624,Melvin Marxen,Central,GTX,550
OFIORN0G,Jonathan Berthelot,GTX Plus Basic,Finhigh,Won,6/6/2017,6/11/2017,1140,Melvin Marxen,Central,GTX,1096
PMHOZRJN,Kami Bicknell,MG Special,Condax,Won,6/6/2017,9/17/2017,62,Summer Sewald,West,MG,55
7Z3Q8UYS,Kary Hendrixson,GTX Basic,Fasehatice,Lost,6/6/2017,8/1/2017,0,Summer Sewald,West,GTX,550
YT9PLSVL,Lajuana Vencill,GTX Basic,Streethex,Won,6/6/2017,9/15/2017,584,Dustin Brinkmann,Central,GTX,550
BQINW2LB,Markita Hansen,MG Special,Lexiqvolax,Lost,6/6/2017,9/9/2017,0,Celia Rouche,West,MG,55
BLFMYCVF,Markita Hansen,MG Special,Goodsilron,Won,6/6/2017,8/19/2017,57,Celia Rouche,West,MG,55
379SDV6Y,Niesha Huffines,GTX Plus Basic,Statholdings,Won,6/6/2017,8/5/2017,1267,Melvin Marxen,Central,GTX,1096
FE2AE2YO,Reed Clapper,GTXPro,Umbrella Corporation,Lost,6/6/2017,6/11/2017,0,Rocco Neubert,East,GTX,4821
XQY4Z4KI,Rosie Papadopoulos,MG Special,,Engaging,6/6/2017,,,Cara Losch,East,MG,55
2756CEOQ,Vicki Laflamme,MG Special,Plusstrip,Won,6/6/2017,9/16/2017,55,Celia Rouche,West,MG,55
9GYIYGHW,Violet Mclelland,MG Advanced,,Engaging,6/6/2017,,,Cara Losch,East,MG,3393
Z4CFFZAW,Violet Mclelland,MG Special,Opentech,Won,6/6/2017,9/10/2017,63,Cara Losch,East,MG,55
I967JINR,Wilburn Farren,GTXPro,Donquadtech,Won,6/6/2017,9/5/2017,3961,Cara Losch,East,GTX,4821
IE18U4NO,Wilburn Farren,MG Special,Zathunicon,Won,6/6/2017,8/26/2017,45,Cara Losch,East,MG,55
JNIMHE7Y,Anna Snelling,MG Special,Warephase,Won,6/7/2017,8/20/2017,61,Dustin Brinkmann,Central,MG,55
KUKJQX9Y,Cassey Cress,MG Advanced,Bubba Gump,Lost,6/7/2017,9/8/2017,0,Rocco Neubert,East,MG,3393
QCIG6H19,Darcel Schlecht,GTX Plus Basic,Isdom,Won,6/7/2017,8/31/2017,1114,Melvin Marxen,Central,GTX,1096
DW29KM30,Elease Gluck,MG Advanced,Zathunicon,Engaging,6/7/2017,,,Celia Rouche,West,MG,3393
R7IIOFBH,Garret Kinder,GTX Basic,Kan-code,Won,6/7/2017,8/5/2017,566,Cara Losch,East,GTX,550
Q7ST5E1W,Gladys Colclough,MG Advanced,dambase,Lost,6/7/2017,8/20/2017,0,Melvin Marxen,Central,MG,3393
6MTURF7Q,Hayden Neloms,MG Special,Green-Plus,Won,6/7/2017,6/21/2017,56,Celia Rouche,West,MG,55
MWT1ZV0Y,Jonathan Berthelot,GTX Basic,Ron-tech,Won,6/7/2017,6/18/2017,627,Melvin Marxen,Central,GTX,550
RKVXBXBM,Markita Hansen,MG Special,,Engaging,6/7/2017,,,Celia Rouche,West,MG,55
B7Q6Q7S2,Markita Hansen,GTX Plus Basic,Dalttechnology,Won,6/7/2017,8/16/2017,1101,Celia Rouche,West,GTX,1096
3DYZN86H,Markita Hansen,MG Advanced,Hottechi,Won,6/7/2017,9/17/2017,2979,Celia Rouche,West,MG,3393
QYKTG5QA,Marty Freudenburg,MG Advanced,Isdom,Lost,6/7/2017,9/4/2017,0,Melvin Marxen,Central,MG,3393
67CKCI5G,Reed Clapper,GTXPro,Gekko & Co,Lost,6/7/2017,8/5/2017,0,Rocco Neubert,East,GTX,4821
2O1IK8VR,Versie Hillebrand,MG Advanced,Warephase,Won,6/7/2017,6/17/2017,3662,Dustin Brinkmann,Central,MG,3393
C6TQMD3C,Vicki Laflamme,GTX Plus Pro,,Engaging,6/7/2017,,,Celia Rouche,West,GTX,5482
IQMW1VDP,Violet Mclelland,MG Special,,Engaging,6/7/2017,,,Cara Losch,East,MG,55
R9AVNYCO,Zane Levy,GTX Plus Basic,Conecom,Engaging,6/7/2017,,,Summer Sewald,West,GTX,1096
G1AKE0NR,Zane Levy,GTXPro,,Engaging,6/7/2017,,,Summer Sewald,West,GTX,4821
N8NQK8K7,Zane Levy,GTXPro,Dalttechnology,Lost,6/7/2017,8/22/2017,0,Summer Sewald,West,GTX,4821
V93EX6XU,Zane Levy,GTXPro,Nam-zim,Won,6/7/2017,8/17/2017,5185,Summer Sewald,West,GTX,4821
5QNUZYIL,Boris Faz,MG Advanced,Umbrella Corporation,Won,6/8/2017,6/24/2017,3681,Rocco Neubert,East,MG,3393
WX63AIMZ,Cecily Lampkin,MG Special,Dontechi,Won,6/8/2017,6/18/2017,59,Dustin Brinkmann,Central,MG,55
09P7O0LQ,Cecily Lampkin,MG Special,Finhigh,Won,6/8/2017,9/13/2017,60,Dustin Brinkmann,Central,MG,55
GYS3APR7,Corliss Cosme,GTX Basic,Bluth Company,Won,6/8/2017,8/5/2017,602,Cara Losch,East,GTX,550
9VF00HWL,Corliss Cosme,GTX Basic,Xx-zobam,Won,6/8/2017,8/12/2017,515,Cara Losch,East,GTX,550
UTJGDR3K,Darcel Schlecht,GTXPro,Streethex,Lost,6/8/2017,8/25/2017,0,Melvin Marxen,Central,GTX,4821
MD0SRXG4,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,6/8/2017,6/21/2017,5175,Melvin Marxen,Central,GTX,5482
E0ITYYTG,Donn Cantrell,GTXPro,Acme Corporation,Lost,6/8/2017,8/27/2017,0,Rocco Neubert,East,GTX,4821
PGK5K24U,Donn Cantrell,GTXPro,Plussunin,Won,6/8/2017,8/28/2017,4780,Rocco Neubert,East,GTX,4821
AY3KTIXX,James Ascencio,GTX Plus Pro,Cheers,Engaging,6/8/2017,,,Summer Sewald,West,GTX,5482
X46ZXX2S,Jonathan Berthelot,GTX Plus Basic,Globex Corporation,Lost,6/8/2017,8/11/2017,0,Melvin Marxen,Central,GTX,1096
4QP55BTO,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,6/8/2017,6/16/2017,614,Melvin Marxen,Central,GTX,550
G6X1B2K5,Jonathan Berthelot,GTX Basic,Rangreen,Won,6/8/2017,9/13/2017,532,Melvin Marxen,Central,GTX,550
0YCAS0B9,Jonathan Berthelot,GTX Plus Pro,Finhigh,Won,6/8/2017,8/27/2017,6096,Melvin Marxen,Central,GTX,5482
6UZVABQR,Kary Hendrixson,GTX Basic,Hottechi,Won,6/8/2017,8/17/2017,486,Summer Sewald,West,GTX,550
9NTDQ8ZC,Lajuana Vencill,GTX Basic,Funholding,Won,6/8/2017,8/17/2017,566,Dustin Brinkmann,Central,GTX,550
FCCI80H2,Markita Hansen,MG Special,Singletechno,Lost,6/8/2017,6/22/2017,0,Celia Rouche,West,MG,55
ALQRAPZR,Markita Hansen,GTX Plus Basic,Green-Plus,Won,6/8/2017,6/16/2017,923,Celia Rouche,West,GTX,1096
7SPRU76Q,Markita Hansen,GTXPro,Hottechi,Won,6/8/2017,9/30/2017,4744,Celia Rouche,West,GTX,4821
JEMEGXUG,Marty Freudenburg,GTX Basic,Warephase,Won,6/8/2017,8/19/2017,517,Melvin Marxen,Central,GTX,550
GVHIFUN1,Marty Freudenburg,GTX Plus Basic,Zumgoity,Won,6/8/2017,6/14/2017,881,Melvin Marxen,Central,GTX,1096
RBB3C85Q,Marty Freudenburg,GTXPro,Gogozoom,Won,6/8/2017,6/24/2017,4272,Melvin Marxen,Central,GTX,4821
WFP9J5J7,Maureen Marcano,GTXPro,Finjob,Lost,6/8/2017,8/26/2017,0,Summer Sewald,West,GTX,4821
8I4915WD,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,6/8/2017,9/2/2017,805,Summer Sewald,West,GTX,1096
S2J63YRV,Rosie Papadopoulos,MG Special,,Engaging,6/8/2017,,,Cara Losch,East,MG,55
L831D7DF,Versie Hillebrand,MG Special,Funholding,Lost,6/8/2017,8/18/2017,0,Dustin Brinkmann,Central,MG,55
839DCVT2,Versie Hillebrand,MG Special,Codehow,Won,6/8/2017,9/13/2017,55,Dustin Brinkmann,Central,MG,55
D17T8PTH,Vicki Laflamme,GTX Basic,,Engaging,6/8/2017,,,Celia Rouche,West,GTX,550
EJ0EF8S1,Vicki Laflamme,GTX Basic,Sunnamplex,Won,6/8/2017,6/15/2017,507,Celia Rouche,West,GTX,550
0ORRC53X,Zane Levy,GTX Basic,Finjob,Won,6/8/2017,9/8/2017,520,Summer Sewald,West,GTX,550
3QTN3F5T,Anna Snelling,MG Advanced,Isdom,Won,6/9/2017,8/15/2017,3470,Dustin Brinkmann,Central,MG,3393
SY6BWRRO,Boris Faz,GTXPro,Vehement Capital Partners,Lost,6/9/2017,8/14/2017,0,Rocco Neubert,East,GTX,4821
JW5SYMNS,Cassey Cress,GTX Plus Basic,Zotware,Won,6/9/2017,8/22/2017,1176,Rocco Neubert,East,GTX,1096
FHM7LYZ3,Corliss Cosme,MG Special,,Engaging,6/9/2017,,,Cara Losch,East,MG,55
REO3FMSB,Corliss Cosme,MG Advanced,Massive Dynamic,Engaging,6/9/2017,,,Cara Losch,East,MG,3393
BJJQSJD8,Daniell Hammack,GTX Plus Basic,Zotware,Engaging,6/9/2017,,,Rocco Neubert,East,GTX,1096
VP2CW520,Darcel Schlecht,GTX Plus Basic,Treequote,Lost,6/9/2017,8/26/2017,0,Melvin Marxen,Central,GTX,1096
2F0RUQ0B,Donn Cantrell,GTXPro,Zotware,Won,6/9/2017,8/2/2017,4517,Rocco Neubert,East,GTX,4821
XUP62FUM,James Ascencio,GTX Plus Pro,Rantouch,Won,6/9/2017,8/16/2017,5125,Summer Sewald,West,GTX,5482
