opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location
T0SO96YG,Reed Clapper,GTX Basic,Mathtouch,Lost,7/22/2017,7/30/2017,0,Rocco Neubert,East,GTX,550,marketing,1984,3027.46,9516,Jordan
YCQABCDI,Reed Clapper,MG Advanced,Betasoloin,Won,7/22/2017,11/3/2017,3252,Rocco Neubert,East,MG,3393,medical,1999,251.41,495,United States
8JZ4R9BW,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,7/22/2017,11/4/2017,0,Dustin Brinkmann,Central,MG,55,retail,2007,894.33,1635,Italy
PTFOEUO4,Versie Hillebrand,MG Special,Globex Corporation,Lost,7/22/2017,7/23/2017,0,Dustin Brinkmann,Central,MG,55,technolgy,2000,1223.72,2497,Norway
ZCCBTBIQ,Vicki Laflamme,GTXPro,Doncon,Lost,7/22/2017,7/23/2017,0,Celia Rouche,West,GTX,4821,technolgy,2010,587.72,1501,United States
1TJ6WP5R,Vicki Laflamme,MG Special,Hottechi,Won,7/22/2017,9/23/2017,65,Celia Rouche,West,MG,55,technolgy,1997,8170.38,16499,Korea
QELHQ898,Zane Levy,GTX Plus Basic,Statholdings,Engaging,7/22/2017,,,Summer Sewald,West,GTX,1096,employment,1997,291.27,586,United States
WHF75273,Cassey Cress,GTX Plus Basic,Yearin,Won,7/23/2017,9/5/2017,904,Rocco Neubert,East,GTX,1096,retail,2005,2261.05,3851,United States
AH58AQ3B,Cecily Lampkin,GTX Basic,Toughzap,Won,7/23/2017,7/24/2017,541,Dustin Brinkmann,Central,GTX,550,retail,1995,332.43,799,United States
292W4P09,Corliss Cosme,GTX Basic,Kinnamplus,Won,7/23/2017,7/25/2017,630,Cara Losch,East,GTX,550,retail,2004,702.72,1831,United States
MG0LTCCE,Daniell Hammack,GTX Plus Basic,Xx-zobam,Won,7/23/2017,7/30/2017,1231,Rocco Neubert,East,GTX,1096,entertainment,1989,3838.39,8274,United States
ANNUH4KM,Darcel Schlecht,GTX Basic,Domzoom,Won,7/23/2017,11/20/2017,556,Melvin Marxen,Central,GTX,550,entertainment,1998,217.87,551,United States
L3V8UK9H,Darcel Schlecht,GTX Plus Basic,Stanredtax,Won,7/23/2017,7/31/2017,1070,Melvin Marxen,Central,GTX,1096,finance,1987,1698.2,3798,United States
2CRE26AC,Elease Gluck,MG Special,Newex,Won,7/23/2017,7/25/2017,57,Celia Rouche,West,MG,55,services,1991,1012.72,3492,Germany
3J1LNCA4,Hayden Neloms,GTX Plus Basic,Hatfan,Lost,7/23/2017,7/31/2017,0,Celia Rouche,West,GTX,1096,services,1982,792.46,1299,United States
4PDYHVX1,James Ascencio,GTX Plus Pro,J-Texon,Won,7/23/2017,7/25/2017,4824,Summer Sewald,West,GTX,5482,retail,1989,1388.67,3583,United States
BICJY3FZ,Jonathan Berthelot,GTX Plus Pro,Streethex,Won,7/23/2017,11/19/2017,6049,Melvin Marxen,Central,GTX,5482,retail,1988,1376.8,1165,Belgium
4P12PLQA,Kami Bicknell,MG Special,Doncon,Won,7/23/2017,7/28/2017,58,Summer Sewald,West,MG,55,technolgy,2010,587.72,1501,United States
4942W0E7,Kami Bicknell,MG Advanced,Konex,Won,7/23/2017,8/20/2017,3335,Summer Sewald,West,MG,3393,technolgy,1980,7708.38,13756,United States
TGTJ0NBT,Kary Hendrixson,GTX Plus Basic,Doncon,Lost,7/23/2017,7/30/2017,0,Summer Sewald,West,GTX,1096,technolgy,2010,587.72,1501,United States
021Z2J9L,Markita Hansen,GTK 500,Rundofase,Engaging,7/23/2017,,,Celia Rouche,West,GTK,26768,technolgy,1983,1008.06,1238,United States
W8W6N0LL,Markita Hansen,GTXPro,Kan-code,Lost,7/23/2017,11/7/2017,0,Celia Rouche,West,GTX,4821,software,1982,11698.03,34288,United States
SEF4LOIS,Marty Freudenburg,GTX Plus Basic,Dontechi,Lost,7/23/2017,7/25/2017,0,Melvin Marxen,Central,GTX,1096,software,1982,4618,10083,United States
BNIU5YZ2,Marty Freudenburg,GTX Plus Basic,Toughzap,Won,7/23/2017,8/7/2017,1006,Melvin Marxen,Central,GTX,1096,retail,1995,332.43,799,United States
CPK36NED,Marty Freudenburg,MG Advanced,Streethex,Won,7/23/2017,8/2/2017,3367,Melvin Marxen,Central,MG,3393,retail,1988,1376.8,1165,Belgium
VYWQ3U5S,Maureen Marcano,GTX Basic,Finjob,Lost,7/23/2017,11/10/2017,0,Summer Sewald,West,GTX,550,employment,1988,2059.9,3644,United States
HDWQM6JT,Maureen Marcano,GTX Plus Basic,Sonron,Lost,7/23/2017,7/28/2017,0,Summer Sewald,West,GTX,1096,telecommunications,1999,1699.85,5108,United States
T0MUE2H7,Moses Frase,MG Special,Statholdings,Lost,7/23/2017,8/6/2017,0,Dustin Brinkmann,Central,MG,55,employment,1997,291.27,586,United States
G1M1KVHU,Niesha Huffines,GTX Plus Basic,Xx-zobam,Engaging,7/23/2017,,,Melvin Marxen,Central,GTX,1096,entertainment,1989,3838.39,8274,United States
ZDRRL61D,Niesha Huffines,GTX Plus Basic,Cancity,Lost,7/23/2017,7/25/2017,0,Melvin Marxen,Central,GTX,1096,retail,2001,718.62,2448,United States
YRWX35AS,Reed Clapper,GTXPro,Ontomedia,Lost,7/23/2017,7/31/2017,0,Rocco Neubert,East,GTX,4821,employment,1997,882.12,2769,United States
YT5I3AUS,Reed Clapper,GTX Basic,Xx-zobam,Won,7/23/2017,7/31/2017,494,Rocco Neubert,East,GTX,550,entertainment,1989,3838.39,8274,United States
IS8Z2CQA,Reed Clapper,GTXPro,Ontomedia,Won,7/23/2017,7/30/2017,4434,Rocco Neubert,East,GTX,4821,employment,1997,882.12,2769,United States
S3LATQVJ,Versie Hillebrand,GTX Plus Basic,Kinnamplus,Engaging,7/23/2017,,,Dustin Brinkmann,Central,GTX,1096,retail,2004,702.72,1831,United States
LPR6G7AE,Versie Hillebrand,MG Special,Treequote,Lost,7/23/2017,7/28/2017,0,Dustin Brinkmann,Central,MG,55,telecommunications,1988,5266.09,8595,United States
CJAQVPDP,Versie Hillebrand,MG Advanced,Zumgoity,Lost,7/23/2017,9/5/2017,0,Dustin Brinkmann,Central,MG,3393,medical,1984,441.08,1210,United States
757V8R2Z,Violet Mclelland,MG Special,Initech,Won,7/23/2017,9/1/2017,54,Cara Losch,East,MG,55,telecommunications,1994,6395.05,20275,United States
7KUYF1U3,Violet Mclelland,MG Special,Kan-code,Won,7/23/2017,8/6/2017,48,Cara Losch,East,MG,55,software,1982,11698.03,34288,United States
7QE84GCH,Violet Mclelland,MG Advanced,Donware,Won,7/23/2017,9/12/2017,2855,Cara Losch,East,MG,3393,marketing,1999,1197.44,2570,United States
1WA46LC9,Wilburn Farren,GTX Basic,Kinnamplus,Won,7/23/2017,7/30/2017,538,Cara Losch,East,GTX,550,retail,2004,702.72,1831,United States
L9CJZZ59,Zane Levy,GTX Plus Pro,J-Texon,Lost,7/23/2017,9/29/2017,0,Summer Sewald,West,GTX,5482,retail,1989,1388.67,3583,United States
7FZ9CBZ3,Anna Snelling,GTX Plus Pro,Scotfind,Engaging,7/24/2017,,,Dustin Brinkmann,Central,GTX,5482,software,1996,6354.87,16780,United States
JWUWBI4D,Anna Snelling,GTX Plus Pro,Funholding,Lost,7/24/2017,9/3/2017,0,Dustin Brinkmann,Central,GTX,5482,finance,1991,2819.5,7227,United States
GHB3UIDV,Corliss Cosme,GTX Basic,Zotware,Won,7/24/2017,7/26/2017,458,Cara Losch,East,GTX,550,software,1979,4478.47,13809,United States
0TC6I9SJ,Darcel Schlecht,GTXPro,Dontechi,Engaging,7/24/2017,,,Melvin Marxen,Central,GTX,4821,software,1982,4618,10083,United States
23R03LTJ,Darcel Schlecht,GTX Plus Basic,Warephase,Won,7/24/2017,8/7/2017,996,Melvin Marxen,Central,GTX,1096,services,1997,2041.73,5276,United States
AHUTOSMS,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,7/24/2017,7/31/2017,4772,Melvin Marxen,Central,GTX,4821,retail,2007,894.33,1635,Italy
2T3QDLXY,Donn Cantrell,GTXPro,Initech,Won,7/24/2017,7/26/2017,4490,Rocco Neubert,East,GTX,4821,telecommunications,1994,6395.05,20275,United States
J5DVK5F3,Donn Cantrell,MG Advanced,Gekko & Co,Won,7/24/2017,11/2/2017,3260,Rocco Neubert,East,MG,3393,retail,1990,2520.83,3502,United States
M3PCMYJ0,Elease Gluck,GTX Basic,Doncon,Won,7/24/2017,8/6/2017,584,Celia Rouche,West,GTX,550,technolgy,2010,587.72,1501,United States
H5RRJOD9,Elease Gluck,MG Advanced,Kan-code,Won,7/24/2017,7/30/2017,3371,Celia Rouche,West,MG,3393,software,1982,11698.03,34288,United States
RTWAUR7C,Gladys Colclough,GTX Plus Pro,Y-corporation,Engaging,7/24/2017,,,Melvin Marxen,Central,GTX,5482,employment,1983,2871.35,9561,United States
BUQ655AB,Gladys Colclough,GTXPro,Condax,Won,7/24/2017,9/27/2017,4868,Melvin Marxen,Central,GTX,4821,medical,2017,4.54,9,United States
QDNA6HW3,Gladys Colclough,MG Advanced,Rangreen,Won,7/24/2017,8/7/2017,3271,Melvin Marxen,Central,MG,3393,technolgy,1987,2938.67,8775,Panama
T0VHKKCN,Jonathan Berthelot,GTXPro,Treequote,Lost,7/24/2017,7/25/2017,0,Melvin Marxen,Central,GTX,4821,telecommunications,1988,5266.09,8595,United States
7R0TEEHW,Lajuana Vencill,MG Special,Condax,Lost,7/24/2017,8/28/2017,0,Dustin Brinkmann,Central,MG,55,medical,2017,4.54,9,United States
CA3BRUJO,Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,7/24/2017,7/25/2017,1171,Melvin Marxen,Central,GTX,1096,marketing,1985,375.43,1190,United States
7MP6KLZO,Moses Frase,GTX Basic,Goodsilron,Engaging,7/24/2017,,,Dustin Brinkmann,Central,GTX,550,marketing,2000,2952.73,5107,United States
2TYZRE2R,Moses Frase,MG Special,Massive Dynamic,Engaging,7/24/2017,,,Dustin Brinkmann,Central,MG,55,entertainment,1989,665.06,1095,United States
U5K1Y35J,Moses Frase,MG Special,Inity,Won,7/24/2017,7/25/2017,58,Dustin Brinkmann,Central,MG,55,marketing,1986,2403.58,8801,United States
Y7TVU9AY,Niesha Huffines,GTX Basic,Streethex,Lost,7/24/2017,11/6/2017,0,Melvin Marxen,Central,GTX,550,retail,1988,1376.8,1165,Belgium
ZNZCBGN7,Rosie Papadopoulos,GTXPro,Yearin,Lost,7/24/2017,7/26/2017,0,Cara Losch,East,GTX,4821,retail,2005,2261.05,3851,United States
IT2UBEW4,Rosie Papadopoulos,MG Special,Zotware,Won,7/24/2017,7/25/2017,59,Cara Losch,East,MG,55,software,1979,4478.47,13809,United States
806KPNNN,Versie Hillebrand,GTX Basic,Zathunicon,Engaging,7/24/2017,,,Dustin Brinkmann,Central,GTX,550,retail,2010,71.12,144,United States
SZS2IPM3,Versie Hillebrand,MG Advanced,Doncon,Engaging,7/24/2017,,,Dustin Brinkmann,Central,MG,3393,technolgy,2010,587.72,1501,United States
YY2DWBG5,Versie Hillebrand,MG Advanced,Ron-tech,Engaging,7/24/2017,,,Dustin Brinkmann,Central,MG,3393,medical,1992,3922.42,6837,United States
X19CKKZ1,Versie Hillebrand,MG Special,Hottechi,Won,7/24/2017,7/31/2017,50,Dustin Brinkmann,Central,MG,55,technolgy,1997,8170.38,16499,Korea
DZOLKFK6,Vicki Laflamme,GTX Plus Pro,Hatfan,Lost,7/24/2017,11/21/2017,0,Celia Rouche,West,GTX,5482,services,1982,792.46,1299,United States
H5E0GSHQ,Violet Mclelland,MG Special,Kinnamplus,Lost,7/24/2017,7/30/2017,0,Cara Losch,East,MG,55,retail,2004,702.72,1831,United States
P91SQBST,Anna Snelling,MG Special,Dalttechnology,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,55,software,2013,98.79,96,United States
4DLY9ZDH,Anna Snelling,MG Advanced,Dalttechnology,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,3393,software,2013,98.79,96,United States
ZNEQXZZK,Anna Snelling,MG Advanced,Donquadtech,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,3393,technolgy,1992,1712.68,3194,United States
CBPVAIQ7,Boris Faz,GTX Basic,Opentech,Lost,7/25/2017,8/3/2017,0,Rocco Neubert,East,GTX,550,finance,1994,355.23,853,United States
JND57DH5,Boris Faz,MG Special,Iselectrics,Won,7/25/2017,8/1/2017,48,Rocco Neubert,East,MG,55,technolgy,2011,527.11,1428,United States
8PUH80YZ,Cassey Cress,GTX Basic,Bubba Gump,Won,7/25/2017,8/21/2017,511,Rocco Neubert,East,GTX,550,software,2002,987.39,2253,United States
22WVAXR2,Cassey Cress,GTX Plus Basic,Massive Dynamic,Won,7/25/2017,7/29/2017,1311,Rocco Neubert,East,GTX,1096,entertainment,1989,665.06,1095,United States
SXFE42KG,Cecily Lampkin,MG Advanced,Gogozoom,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,3393,telecommunications,2007,86.68,187,United States
MA9SBSLE,Cecily Lampkin,MG Special,Dontechi,Lost,7/25/2017,7/27/2017,0,Dustin Brinkmann,Central,MG,55,software,1982,4618,10083,United States
PKRDEUWE,Corliss Cosme,GTX Basic,Kan-code,Lost,7/25/2017,8/2/2017,0,Cara Losch,East,GTX,550,software,1982,11698.03,34288,United States
LJ5FQGLZ,Daniell Hammack,GTX Plus Pro,Plussunin,Won,7/25/2017,7/27/2017,6100,Rocco Neubert,East,GTX,5482,retail,2003,1419.98,4018,United States
KMJMLQ4P,Daniell Hammack,MG Special,Silis,Won,7/25/2017,8/1/2017,61,Rocco Neubert,East,MG,55,medical,1994,2818.38,6290,United States
LUTZ8UQM,Darcel Schlecht,GTXPro,Isdom,Engaging,7/25/2017,,,Melvin Marxen,Central,GTX,4821,medical,2002,3178.24,4540,United States
1QKDD1OI,Darcel Schlecht,GTXPro,Isdom,Engaging,7/25/2017,,,Melvin Marxen,Central,GTX,4821,medical,2002,3178.24,4540,United States
94E71JAP,Darcel Schlecht,GTX Plus Basic,Isdom,Lost,7/25/2017,11/13/2017,0,Melvin Marxen,Central,GTX,1096,medical,2002,3178.24,4540,United States
VBVO5X8W,Darcel Schlecht,GTXPro,dambase,Lost,7/25/2017,8/8/2017,0,Melvin Marxen,Central,GTX,4821,marketing,1995,2173.98,2928,United States
6UUZ4IJ5,Darcel Schlecht,GTX Basic,Ron-tech,Won,7/25/2017,8/3/2017,528,Melvin Marxen,Central,GTX,550,medical,1992,3922.42,6837,United States
6EXXL6M4,Darcel Schlecht,GTX Basic,Stanredtax,Won,7/25/2017,7/31/2017,581,Melvin Marxen,Central,GTX,550,finance,1987,1698.2,3798,United States
L9BTE2RA,Darcel Schlecht,GTX Plus Pro,Toughzap,Won,7/25/2017,9/29/2017,5947,Melvin Marxen,Central,GTX,5482,retail,1995,332.43,799,United States
EVU2E5ZZ,Donn Cantrell,MG Advanced,Gekko & Co,Lost,7/25/2017,8/2/2017,0,Rocco Neubert,East,MG,3393,retail,1990,2520.83,3502,United States
PBTSZ2Q2,Gladys Colclough,GTXPro,Isdom,Lost,7/25/2017,11/5/2017,0,Melvin Marxen,Central,GTX,4821,medical,2002,3178.24,4540,United States
D28ANNYX,Kami Bicknell,GTX Basic,Green-Plus,Won,7/25/2017,12/2/2017,508,Summer Sewald,West,GTX,550,services,2003,692.19,1922,United States
GZ6SFRAT,Lajuana Vencill,MG Special,Hottechi,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,55,technolgy,1997,8170.38,16499,Korea
JH643YRI,Lajuana Vencill,MG Advanced,Umbrella Corporation,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,3393,finance,1998,2022.14,5113,United States
30OFYJUN,Lajuana Vencill,GTX Basic,Dontechi,Lost,7/25/2017,7/31/2017,0,Dustin Brinkmann,Central,GTX,550,software,1982,4618,10083,United States
10ICDVM2,Lajuana Vencill,GTX Basic,Konmatfix,Won,7/25/2017,7/30/2017,537,Dustin Brinkmann,Central,GTX,550,marketing,1985,375.43,1190,United States
KUAZF4E7,Markita Hansen,GTX Plus Basic,Blackzim,Lost,7/25/2017,11/27/2017,0,Celia Rouche,West,GTX,1096,retail,2009,497.11,1588,United States
Y3TOQUQI,Marty Freudenburg,GTX Basic,Zotware,Engaging,7/25/2017,,,Melvin Marxen,Central,GTX,550,software,1979,4478.47,13809,United States
HJRM13DI,Marty Freudenburg,MG Special,Treequote,Engaging,7/25/2017,,,Melvin Marxen,Central,MG,55,telecommunications,1988,5266.09,8595,United States
IVANA47K,Marty Freudenburg,GTX Plus Basic,Cancity,Won,7/25/2017,7/27/2017,1031,Melvin Marxen,Central,GTX,1096,retail,2001,718.62,2448,United States
MLD3WEJC,Moses Frase,MG Advanced,Xx-holding,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,3393,finance,1993,7537.24,20293,United States
DZP0MNRM,Niesha Huffines,GTX Plus Basic,Konex,Engaging,7/25/2017,,,Melvin Marxen,Central,GTX,1096,technolgy,1980,7708.38,13756,United States
CMW6IQJI,Niesha Huffines,MG Advanced,Faxquote,Engaging,7/25/2017,,,Melvin Marxen,Central,MG,3393,telecommunications,1995,1825.82,5595,United States
4KP2GEFF,Niesha Huffines,GTX Plus Basic,dambase,Won,7/25/2017,11/3/2017,1077,Melvin Marxen,Central,GTX,1096,marketing,1995,2173.98,2928,United States
FHPRER2D,Versie Hillebrand,MG Special,Sonron,Engaging,7/25/2017,,,Dustin Brinkmann,Central,MG,55,telecommunications,1999,1699.85,5108,United States
WOB1ULFR,Versie Hillebrand,MG Advanced,Dontechi,Won,7/25/2017,11/4/2017,3306,Dustin Brinkmann,Central,MG,3393,software,1982,4618,10083,United States
7IKDD9UG,Violet Mclelland,GTX Basic,Bioplex,Won,7/25/2017,7/26/2017,491,Cara Losch,East,GTX,550,medical,1991,326.82,1016,United States
UVCHXUIG,Anna Snelling,MG Special,Konmatfix,Engaging,7/26/2017,,,Dustin Brinkmann,Central,MG,55,marketing,1985,375.43,1190,United States
59SUBXGP,Anna Snelling,MG Special,Streethex,Won,7/26/2017,12/2/2017,53,Dustin Brinkmann,Central,MG,55,retail,1988,1376.8,1165,Belgium
37UCYEDY,Cassey Cress,GTX Plus Basic,Bluth Company,Engaging,7/26/2017,,,Rocco Neubert,East,GTX,1096,technolgy,1993,1242.32,3027,United States
TFL3C3JS,Cassey Cress,GTX Plus Pro,Initech,Won,7/26/2017,9/27/2017,5228,Rocco Neubert,East,GTX,5482,telecommunications,1994,6395.05,20275,United States
EM3NYEYC,Cecily Lampkin,GTX Plus Pro,Domzoom,Lost,7/26/2017,7/31/2017,0,Dustin Brinkmann,Central,GTX,5482,entertainment,1998,217.87,551,United States
1976N63N,Darcel Schlecht,GTX Plus Basic,Kinnamplus,Engaging,7/26/2017,,,Melvin Marxen,Central,GTX,1096,retail,2004,702.72,1831,United States
7TFHGN6O,Darcel Schlecht,GTX Plus Pro,Inity,Engaging,7/26/2017,,,Melvin Marxen,Central,GTX,5482,marketing,1986,2403.58,8801,United States
L6223VHA,Darcel Schlecht,GTXPro,Sumace,Engaging,7/26/2017,,,Melvin Marxen,Central,GTX,4821,retail,2000,167.89,493,Romania
KPFV2AAL,Darcel Schlecht,GTXPro,Streethex,Lost,7/26/2017,11/17/2017,0,Melvin Marxen,Central,GTX,4821,retail,1988,1376.8,1165,Belgium
V2JOV5MF,Darcel Schlecht,GTXPro,Domzoom,Won,7/26/2017,7/27/2017,4677,Melvin Marxen,Central,GTX,4821,entertainment,1998,217.87,551,United States
DEVXF86R,Donn Cantrell,GTX Plus Basic,Acme Corporation,Lost,7/26/2017,9/29/2017,0,Rocco Neubert,East,GTX,1096,technolgy,1996,1100.04,2822,United States
VA9AGU75,Donn Cantrell,GTXPro,Kan-code,Lost,7/26/2017,9/26/2017,0,Rocco Neubert,East,GTX,4821,software,1982,11698.03,34288,United States
0MKW8IPC,Donn Cantrell,GTX Basic,Xx-zobam,Won,7/26/2017,7/28/2017,554,Rocco Neubert,East,GTX,550,entertainment,1989,3838.39,8274,United States
EFKPYBI9,Gladys Colclough,MG Advanced,Xx-holding,Engaging,7/26/2017,,,Melvin Marxen,Central,MG,3393,finance,1993,7537.24,20293,United States
P8P9MKJL,Gladys Colclough,GTX Plus Pro,dambase,Won,7/26/2017,9/23/2017,5548,Melvin Marxen,Central,GTX,5482,marketing,1995,2173.98,2928,United States
S7PY8R2V,Gladys Colclough,MG Advanced,Funholding,Won,7/26/2017,7/28/2017,3809,Melvin Marxen,Central,MG,3393,finance,1991,2819.5,7227,United States
PW9DTZON,James Ascencio,GTXPro,Donquadtech,Engaging,7/26/2017,,,Summer Sewald,West,GTX,4821,technolgy,1992,1712.68,3194,United States
75WYC9TY,Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,7/26/2017,7/30/2017,0,Melvin Marxen,Central,GTX,550,technolgy,2000,1223.72,2497,Norway
CEWDZ3ZD,Kary Hendrixson,MG Special,Scotfind,Won,7/26/2017,8/10/2017,53,Summer Sewald,West,MG,55,software,1996,6354.87,16780,United States
KPH05GU8,Lajuana Vencill,MG Advanced,The New York Inquirer,Engaging,7/26/2017,,,Dustin Brinkmann,Central,MG,3393,medical,1996,439.21,792,United States
F56MSU4B,Lajuana Vencill,MG Advanced,Betatech,Lost,7/26/2017,7/30/2017,0,Dustin Brinkmann,Central,MG,3393,medical,1986,647.18,1185,Kenya
BR18O9U1,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,7/26/2017,7/28/2017,1044,Melvin Marxen,Central,GTX,1096,medical,1992,3922.42,6837,United States
88CM27UB,Maureen Marcano,GTXPro,Kan-code,Lost,7/26/2017,7/30/2017,0,Summer Sewald,West,GTX,4821,software,1982,11698.03,34288,United States
WQ5U8PPM,Niesha Huffines,GTX Plus Basic,Umbrella Corporation,Engaging,7/26/2017,,,Melvin Marxen,Central,GTX,1096,finance,1998,2022.14,5113,United States
BE0RAJF5,Vicki Laflamme,GTXPro,Faxquote,Lost,7/26/2017,8/6/2017,0,Celia Rouche,West,GTX,4821,telecommunications,1995,1825.82,5595,United States
KO7UWLAU,Wilburn Farren,MG Advanced,Xx-zobam,Won,7/26/2017,7/28/2017,3596,Cara Losch,East,MG,3393,entertainment,1989,3838.39,8274,United States
4SJGBWQL,Zane Levy,GTX Plus Basic,Hottechi,Lost,7/26/2017,7/27/2017,0,Summer Sewald,West,GTX,1096,technolgy,1997,8170.38,16499,Korea
AWFSNZ2U,Zane Levy,GTX Plus Basic,Singletechno,Won,7/26/2017,12/1/2017,1091,Summer Sewald,West,GTX,1096,retail,1996,2214.94,5374,United States
S3E48VE0,Zane Levy,GTXPro,Plexzap,Won,7/26/2017,9/26/2017,6000,Summer Sewald,West,GTX,4821,retail,2001,2437.85,4874,United States
1XJFMYCW,Anna Snelling,MG Special,Golddex,Engaging,7/27/2017,,,Dustin Brinkmann,Central,MG,55,finance,2008,52.5,165,United States
SCR1IKLQ,Anna Snelling,GTX Plus Pro,Bioholding,Won,7/27/2017,7/29/2017,5068,Dustin Brinkmann,Central,GTX,5482,medical,2012,587.34,1356,Philipines
IF8PILJR,Anna Snelling,MG Special,Globex Corporation,Won,7/27/2017,7/29/2017,46,Dustin Brinkmann,Central,MG,55,technolgy,2000,1223.72,2497,Norway
2K52EH11,Cassey Cress,MG Advanced,Vehement Capital Partners,Lost,7/27/2017,12/12/2017,0,Rocco Neubert,East,MG,3393,finance,1993,646.1,883,United States
HTY5G7DI,Cecily Lampkin,MG Advanced,Scottech,Won,7/27/2017,8/2/2017,3025,Dustin Brinkmann,Central,MG,3393,marketing,2012,45.39,100,United States
TX88GTDE,Corliss Cosme,GTX Plus Basic,Donware,Lost,7/27/2017,7/29/2017,0,Cara Losch,East,GTX,1096,marketing,1999,1197.44,2570,United States
PQ104BT2,Darcel Schlecht,GTXPro,Finjob,Engaging,7/27/2017,,,Melvin Marxen,Central,GTX,4821,employment,1988,2059.9,3644,United States
GQ7H31ZJ,Darcel Schlecht,GTXPro,Funholding,Engaging,7/27/2017,,,Melvin Marxen,Central,GTX,4821,finance,1991,2819.5,7227,United States
9B7FS6YL,Darcel Schlecht,GTXPro,Konex,Engaging,7/27/2017,,,Melvin Marxen,Central,GTX,4821,technolgy,1980,7708.38,13756,United States
2GQH9FKJ,Darcel Schlecht,GTXPro,dambase,Won,7/27/2017,8/9/2017,4790,Melvin Marxen,Central,GTX,4821,marketing,1995,2173.98,2928,United States
MW3K8553,Darcel Schlecht,GTXPro,Zumgoity,Won,7/27/2017,8/23/2017,4861,Melvin Marxen,Central,GTX,4821,medical,1984,441.08,1210,United States
E41SDK40,Gladys Colclough,GTX Basic,Cancity,Lost,7/27/2017,9/15/2017,0,Melvin Marxen,Central,GTX,550,retail,2001,718.62,2448,United States
RDFUGEA2,James Ascencio,GTX Basic,Hottechi,Won,7/27/2017,9/15/2017,586,Summer Sewald,West,GTX,550,technolgy,1997,8170.38,16499,Korea
PU62ZGX4,Jonathan Berthelot,GTX Plus Basic,Singletechno,Engaging,7/27/2017,,,Melvin Marxen,Central,GTX,1096,retail,1996,2214.94,5374,United States
I8TEUO2C,Kami Bicknell,GTX Basic,Scotfind,Won,7/27/2017,8/10/2017,514,Summer Sewald,West,GTX,550,software,1996,6354.87,16780,United States
BY1TB6D2,Markita Hansen,GTXPro,Konex,Won,7/27/2017,7/28/2017,4209,Celia Rouche,West,GTX,4821,technolgy,1980,7708.38,13756,United States
S2Y2Q1D2,Marty Freudenburg,GTX Plus Basic,Singletechno,Engaging,7/27/2017,,,Melvin Marxen,Central,GTX,1096,retail,1996,2214.94,5374,United States
PYRLUYIQ,Marty Freudenburg,GTX Plus Basic,Y-corporation,Engaging,7/27/2017,,,Melvin Marxen,Central,GTX,1096,employment,1983,2871.35,9561,United States
2AMVTZLM,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,7/27/2017,8/1/2017,0,Melvin Marxen,Central,MG,55,retail,2007,894.33,1635,Italy
8IOAX81S,Marty Freudenburg,GTX Plus Basic,Domzoom,Won,7/27/2017,8/7/2017,965,Melvin Marxen,Central,GTX,1096,entertainment,1998,217.87,551,United States
EYWL3H5G,Rosalina Dieter,GTX Plus Pro,Newex,Lost,7/27/2017,7/28/2017,0,Celia Rouche,West,GTX,5482,services,1991,1012.72,3492,Germany
18YA4UUP,Versie Hillebrand,GTX Plus Pro,Xx-zobam,Engaging,7/27/2017,,,Dustin Brinkmann,Central,GTX,5482,entertainment,1989,3838.39,8274,United States
YUGFGRUT,Vicki Laflamme,GTX Basic,Groovestreet,Won,7/27/2017,8/6/2017,651,Celia Rouche,West,GTX,550,retail,2003,223.8,299,United States
VD2KHXRY,Zane Levy,GTXPro,Toughzap,Engaging,7/27/2017,,,Summer Sewald,West,GTX,4821,retail,1995,332.43,799,United States
P7MSQO38,Anna Snelling,GTX Basic,Yearin,Engaging,7/28/2017,,,Dustin Brinkmann,Central,GTX,550,retail,2005,2261.05,3851,United States
O6B0YK1X,Anna Snelling,MG Advanced,Conecom,Lost,7/28/2017,8/3/2017,0,Dustin Brinkmann,Central,MG,3393,technolgy,2005,1520.66,1806,United States
NLWICKPS,Cassey Cress,GTX Plus Basic,Umbrella Corporation,Lost,7/28/2017,11/7/2017,0,Rocco Neubert,East,GTX,1096,finance,1998,2022.14,5113,United States
Z6FPHRV7,Corliss Cosme,GTX Basic,Ganjaflex,Won,7/28/2017,11/11/2017,550,Cara Losch,East,GTX,550,retail,1995,5158.71,17479,Japan
9Z2WTTNY,Darcel Schlecht,GTX Plus Basic,Statholdings,Engaging,7/28/2017,,,Melvin Marxen,Central,GTX,1096,employment,1997,291.27,586,United States
